"district"	"ENROLL_TOTAL"	"ENROLL_MEAN"	"GR_Kto5_TOTAL"	"GR_Kto5_MEAN"	"GR_6to8_TOTAL"	"GR_6to8_MEAN"	"GR_9to12_TOTAL"	"GR_9to12_MEAN"	"YEAR"
"8633"	63834	888	55.5	623	38.9375	265	16.5625	0	0	2006
"8634"	63842	2538	70.5	1737	48.25	801	22.25	0	0	2006
"8635"	63859	1433	95.5333333333333	0	0	0	0	1433	95.5333333333333	2006
"8636"	63875	957	36.8076923076923	626	24.0769230769231	331	12.7307692307692	0	0	2006
"8637"	63883	1789	38.063829787234	1303	27.7234042553191	486	10.3404255319149	0	0	2006
"8638"	63891	3194	61.4230769230769	1530	29.4230769230769	699	13.4423076923077	851	16.3653846153846	2006
"8639"	63909	91	22.75	60	15	31	7.75	0	0	2006
"8640"	63917	5079	51.8265306122449	3400	34.6938775510204	1591	16.234693877551	0	0	2006
"8641"	63925	3205	69.6739130434783	0	0	0	0	3205	69.6739130434783	2006
"8642"	63933	246	41	165	27.5	81	13.5	0	0	2006
"8643"	63941	576	57.6	418	41.8	152	15.2	0	0	2006
"8644"	63958	412	25.75	283	17.6875	129	8.0625	0	0	2006
"8645"	63966	499	24.95	338	16.9	136	6.8	0	0	2006
"8646"	63974	3017	61.5714285714286	2024	41.3061224489796	993	20.265306122449	0	0	2006
"8647"	63982	1985	58.3823529411765	0	0	0	0	1985	58.3823529411765	2006
"8648"	63990	992	35.4285714285714	659	23.5357142857143	333	11.8928571428571	0	0	2006
"8649"	64014	2033	34.4576271186441	858	14.5423728813559	454	7.69491525423729	661	11.2033898305085	2006
"8650"	64022	3167	33.3368421052632	1594	16.7789473684211	765	8.05263157894737	808	8.50526315789474	2006
"8651"	64030	1762	41.9523809523809	784	18.6666666666667	438	10.4285714285714	524	12.4761904761905	2006
"8652"	64048	300	30	187	18.7	113	11.3	0	0	2006
"8653"	64055	1606	29.2	723	13.1454545454545	389	7.07272727272727	492	8.94545454545455	2006
"8654"	64063	590	21.0714285714286	362	12.9285714285714	228	8.14285714285714	0	0	2006
"8655"	64071	355	25.3571428571429	0	0	0	0	355	25.3571428571429	2006
"8656"	64089	376	14.4615384615385	164	6.30769230769231	96	3.69230769230769	116	4.46153846153846	2006
"8657"	64105	516	46.9090909090909	322	29.2727272727273	194	17.6363636363636	0	0	2006
"8658"	64113	244	22.1818181818182	162	14.7272727272727	82	7.45454545454545	0	0	2006
"8659"	64139	1205	52.3913043478261	0	0	0	0	1205	52.3913043478261	2006
"8660"	64162	15	7.5	8	4	7	3.5	0	0	2006
"8661"	64170	198	28.2857142857143	121	17.2857142857143	77	11	0	0	2006
"8662"	64188	419	41.9	276	27.6	143	14.3	0	0	2006
"8663"	64196	1449	38.1315789473684	1026	27	423	11.1315789473684	0	0	2006
"8664"	64204	541	22.5416666666667	245	10.2083333333333	127	5.29166666666667	169	7.04166666666667	2006
"8665"	64212	22206	58.7460317460317	9686	25.6243386243386	4825	12.7645502645503	7228	19.1216931216931	2006
"8666"	64220	11564	86.9473684210526	7699	57.8872180451128	3632	27.3082706766917	0	0	2006
"8667"	64238	7995	145.363636363636	0	0	0	0	7624	138.618181818182	2006
"8668"	64246	17103	164.451923076923	0	0	0	0	17103	164.451923076923	2006
"8669"	64261	9391	83.8482142857143	3698	33.0178571428571	2196	19.6071428571429	3497	31.2232142857143	2006
"8670"	64279	11995	62.4739583333333	6340	33.0208333333333	2565	13.359375	2852	14.8541666666667	2006
"8671"	64287	16951	67.5338645418327	8850	35.2589641434263	3604	14.3585657370518	4391	17.4940239043825	2006
"8672"	64295	5863	63.0430107526882	3094	33.2688172043011	1335	14.3548387096774	1434	15.4193548387097	2006
"8673"	64303	14011	72.9739583333333	7060	36.7708333333333	3002	15.6354166666667	3855	20.078125	2006
"8674"	64311	5302	82.84375	1900	29.6875	1254	19.59375	2126	33.21875	2006
"8675"	64329	10177	56.2265193370166	4490	24.8066298342541	2385	13.1767955801105	3302	18.2430939226519	2006
"8676"	64337	14887	71.5721153846154	6840	32.8846153846154	3546	17.0480769230769	4490	21.5865384615385	2006
"8677"	64345	2295	65.5714285714286	1626	46.4571428571429	669	19.1142857142857	0	0	2006
"8678"	64352	6595	119.909090909091	0	0	0	0	6595	119.909090909091	2006
"8679"	64378	6737	60.6936936936937	3181	28.6576576576577	1559	14.045045045045	1997	17.990990990991	2006
"8680"	64394	6584	49.8787878787879	2717	20.5833333333333	1505	11.4015151515152	2349	17.7954545454545	2006
"8681"	64436	13974	58.4686192468619	6367	26.6401673640167	2988	12.5020920502092	4226	17.6820083682008	2006
"8682"	64444	5997	57.6634615384615	2770	26.6346153846154	1340	12.8846153846154	1887	18.1442307692308	2006
"8683"	64451	20439	70.96875	9660	33.5416666666667	4719	16.3854166666667	6045	20.9895833333333	2006
"8684"	64469	4540	58.961038961039	2404	31.2207792207792	1010	13.1168831168831	1126	14.6233766233766	2006
"8685"	64477	2404	49.0612244897959	1730	35.3061224489796	674	13.7551020408163	0	0	2006
"8686"	64485	8787	55.6139240506329	5893	37.2974683544304	2653	16.7911392405063	0	0	2006
"8687"	64501	11629	61.2052631578947	8112	42.6947368421053	3262	17.1684210526316	0	0	2006
"8688"	64519	9475	115.548780487805	0	0	0	0	9475	115.548780487805	2006
"8689"	64527	11913	75.8789808917197	6011	38.2866242038217	2537	16.1592356687898	3060	19.4904458598726	2006
"8690"	64535	2781	64.6744186046512	1164	27.0697674418605	622	14.4651162790698	955	22.2093023255814	2006
"8691"	64550	7114	57.8373983739837	4956	40.2926829268293	2158	17.5447154471545	0	0	2006
"8692"	64568	30312	81.9243243243243	12960	35.027027027027	7047	19.0459459459459	9694	26.2	2006
"8693"	64576	8031	81.9489795918367	3459	35.2959183673469	1861	18.9897959183673	2487	25.3775510204082	2006
"8694"	64584	159	12.2307692307692	110	8.46153846153846	49	3.76923076923077	0	0	2006
"8695"	64592	8935	62.0486111111111	6365	44.2013888888889	2570	17.8472222222222	0	0	2006
"8696"	64600	946	36.3846153846154	658	25.3076923076923	288	11.0769230769231	0	0	2006
"8697"	64626	433	54.125	289	36.125	144	18	0	0	2006
"8698"	64634	17057	104.006097560976	9348	57	3919	23.8963414634146	3482	21.2317073170732	2006
"8699"	64642	2987	44.5820895522388	1994	29.7611940298507	932	13.910447761194	0	0	2006
"8700"	64659	4242	84.84	1877	37.54	1009	20.18	1356	27.12	2006
"8701"	64667	13668	65.0857142857143	9108	43.3714285714286	4143	19.7285714285714	0	0	2006
"8702"	64683	11783	77.5197368421053	5198	34.1973684210526	2843	18.7039473684211	3521	23.1644736842105	2006
"8703"	64691	5804	58.6262626262626	4005	40.4545454545455	1567	15.8282828282828	0	0	2006
"8704"	64709	6880	109.206349206349	4953	78.6190476190476	1835	29.1269841269841	0	0	2006
"8705"	64717	5112	46.4727272727273	3521	32.0090909090909	1591	14.4636363636364	0	0	2006
"8706"	64725	89214	79.2309058614565	44930	39.9023090586146	19386	17.2166962699822	22951	20.3827708703375	2006
"8707"	64733	695885	102.366137099147	360472	53.0261841718152	140577	20.6791703442189	167949	24.7056487202118	2006
"8708"	64758	2267	66.6764705882353	1637	48.1470588235294	630	18.5294117647059	0	0	2006
"8709"	64766	3303	55.05	2141	35.6833333333333	1101	18.35	0	0	2006
"8710"	64774	16860	140.5	8850	73.75	3558	29.65	4160	34.6666666666667	2006
"8711"	64790	6633	58.6991150442478	3417	30.2389380530973	1434	12.6902654867257	1782	15.7699115044248	2006
"8712"	64808	33999	140.49173553719	17376	71.801652892562	7352	30.3801652892562	9017	37.2603305785124	2006
"8713"	64816	10012	86.3103448275862	7269	62.6637931034483	2577	22.2155172413793	0	0	2006
"8714"	64832	6055	80.7333333333333	5187	69.16	775	10.3333333333333	0	0	2006
"8715"	64840	22592	66.8402366863905	11391	33.7011834319527	4885	14.4526627218935	5664	16.7573964497041	2006
"8716"	64857	19402	67.1349480968858	13372	46.2698961937716	6030	20.8650519031142	0	0	2006
"8717"	64865	9543	62.3725490196078	4250	27.7777777777778	2126	13.8954248366013	2964	19.3725490196078	2006
"8718"	64873	16700	87.434554973822	9048	47.3717277486911	3806	19.9267015706806	3837	20.0890052356021	2006
"8719"	64881	23329	68.0145772594752	12087	35.2390670553936	5020	14.6355685131195	6150	17.930029154519	2006
"8720"	64907	32819	76.6799065420561	17820	41.6355140186916	7219	16.8668224299065	6909	16.142523364486	2006
"8721"	64931	3272	65.44	2261	45.22	1011	20.22	0	0	2006
"8722"	64964	3087	70.1590909090909	1231	27.9772727272727	713	16.2045454545455	1143	25.9772727272727	2006
"8723"	64980	12069	70.5789473684211	5363	31.3625730994152	2894	16.9239766081871	3795	22.1929824561403	2006
"8724"	64998	8529	61.3597122302158	7344	52.8345323741007	1090	7.84172661870504	0	0	2006
"8725"	65029	3857	53.5694444444444	1622	22.5277777777778	923	12.8194444444444	1312	18.2222222222222	2006
"8726"	65037	4340	48.2222222222222	3132	34.8	1208	13.4222222222222	0	0	2006
"8727"	65045	5010	62.625	4238	52.975	671	8.3875	0	0	2006
"8728"	65052	5324	52.7128712871287	2303	22.8019801980198	1184	11.7227722772277	1739	17.2178217821782	2006
"8729"	65060	23433	58.5825	10383	25.9575	5304	13.26	7746	19.365	2006
"8730"	65078	1235	77.1875	808	50.5	427	26.6875	0	0	2006
"8731"	65094	9532	57.769696969697	4745	28.7575757575758	2121	12.8545454545455	2610	15.8181818181818	2006
"8732"	65102	6312	51.7377049180328	4074	33.3934426229508	2238	18.344262295082	0	0	2006
"8733"	65110	7151	55.0076923076923	5056	38.8923076923077	2095	16.1153846153846	0	0	2006
"8734"	65128	10548	117.2	0	0	0	0	10308	114.533333333333	2006
"8735"	65136	15068	122.50406504065	0	0	5082	41.3170731707317	9986	81.1869918699187	2006
"8736"	65151	1841	49.7567567567568	1226	33.1351351351351	615	16.6216216216216	0	0	2006
"8737"	65169	1712	36.4255319148936	1158	24.6382978723404	554	11.7872340425532	0	0	2006
"8738"	65177	342	24.4285714285714	231	16.5	111	7.92857142857143	0	0	2006
"8739"	65185	1202	24.04	779	15.58	423	8.46	0	0	2006
"8740"	65193	1600	40	1112	27.8	488	12.2	0	0	2006
"8741"	65201	835	49.1176470588235	0	0	0	0	835	49.1176470588235	2006
"8742"	65219	953	32.8620689655172	624	21.5172413793103	329	11.3448275862069	0	0	2006
"8743"	65243	16431	83.8316326530612	8207	41.8724489795918	3569	18.2091836734694	4306	21.969387755102	2006
"8744"	65276	96	10.6666666666667	62	6.88888888888889	34	3.77777777777778	0	0	2006
"8745"	65300	196	24.5	122	15.25	74	9.25	0	0	2006
"8746"	65318	1960	41.7021276595745	1313	27.936170212766	647	13.7659574468085	0	0	2006
"8747"	65334	1091	45.4583333333333	704	29.3333333333333	387	16.125	0	0	2006
"8748"	65342	21	5.25	18	4.5	3	0.75	0	0	2006
"8749"	65359	424	30.2857142857143	269	19.2142857142857	155	11.0714285714286	0	0	2006
"8750"	65367	948	39.5	620	25.8333333333333	324	13.5	0	0	2006
"8751"	65375	16	4	16	4	0	0	0	0	2006
"8752"	65391	2340	44.1509433962264	1600	30.188679245283	740	13.9622641509434	0	0	2006
"8753"	65409	61	7.625	40	5	21	2.625	0	0	2006
"8754"	65417	7849	42.1989247311828	3681	19.7903225806452	1881	10.1129032258065	2287	12.2956989247312	2006
"8755"	65425	1059	40.7307692307692	727	27.9615384615385	332	12.7692307692308	0	0	2006
"8756"	65433	419	69.8333333333333	279	46.5	140	23.3333333333333	0	0	2006
"8757"	65458	3518	44.5316455696203	2555	32.3417721518987	963	12.1898734177215	0	0	2006
"8758"	65466	1917	54.7714285714286	0	0	0	0	1917	54.7714285714286	2006
"8759"	65474	263	16.4375	194	12.125	69	4.3125	0	0	2006
"8760"	65482	3438	58.271186440678	0	0	5	0.0847457627118644	3415	57.8813559322034	2006
"8761"	65516	24	6	22	5.5	2	0.5	0	0	2006
"8762"	65532	2713	27.6836734693878	1227	12.5204081632653	632	6.44897959183673	854	8.71428571428571	2006
"8763"	65540	617	26.8260869565217	273	11.8695652173913	149	6.47826086956522	195	8.47826086956522	2006
"8764"	65557	337	37.4444444444444	220	24.4444444444444	117	13	0	0	2006
"8765"	65565	2317	46.34	1023	20.46	525	10.5	760	15.2	2006
"8766"	65573	88	11	56	7	32	4	0	0	2006
"8767"	65581	951	24.3846153846154	292	7.48717948717949	232	5.94871794871795	427	10.9487179487179	2006
"8768"	65599	230	16.4285714285714	0	0	0	0	230	16.4285714285714	2006
"8769"	65607	438	16.8461538461538	206	7.92307692307692	101	3.88461538461538	131	5.03846153846154	2006
"8770"	65615	6920	53.2307692307692	3111	23.9307692307692	1603	12.3307692307692	2206	16.9692307692308	2006
"8771"	65623	2567	33.3376623376623	1148	14.9090909090909	593	7.7012987012987	738	9.58441558441558	2006
"8772"	65631	4458	46.9263157894737	2978	31.3473684210526	1416	14.9052631578947	0	0	2006
"8773"	65649	285	23.75	191	15.9166666666667	94	7.83333333333333	0	0	2006
"8774"	65680	184	36.8	147	29.4	37	7.4	0	0	2006
"8775"	65698	2394	59.85	1066	26.65	538	13.45	784	19.6	2006
"8776"	65722	446	44.6	291	29.1	155	15.5	0	0	2006
"8777"	65730	537	53.7	0	0	0	0	537	53.7	2006
"8778"	65748	2357	73.65625	1586	49.5625	738	23.0625	0	0	2006
"8779"	65755	6381	65.7835051546392	3062	31.5670103092784	1371	14.1340206185567	1879	19.3711340206186	2006
"8780"	65763	727	51.9285714285714	473	33.7857142857143	254	18.1428571428571	0	0	2006
"8781"	65771	11474	68.2976190476191	7629	45.4107142857143	3540	21.0714285714286	0	0	2006
"8782"	65789	9144	134.470588235294	0	0	0	0	9144	134.470588235294	2006
"8783"	65813	104	20.8	71	14.2	33	6.6	0	0	2006
"8784"	65821	971	161.833333333333	630	105	310	51.6666666666667	0	0	2006
"8785"	65839	93	15.5	57	9.5	36	6	0	0	2006
"8786"	65862	1313	69.1052631578947	891	46.8947368421053	377	19.8421052631579	0	0	2006
"8787"	65870	1657	44.7837837837838	1095	29.5945945945946	562	15.1891891891892	0	0	2006
"8788"	65896	223	13.9375	98	6.125	53	3.3125	72	4.5	2006
"8789"	65961	7306	75.319587628866	6447	66.4639175257732	857	8.83505154639175	0	0	2006
"8790"	65979	37	7.4	24	4.8	13	2.6	0	0	2006
"8791"	65987	2447	38.8412698412698	1059	16.8095238095238	633	10.047619047619	755	11.984126984127	2006
"8792"	65995	311	38.875	215	26.875	96	12	0	0	2006
"8793"	66027	36	7.2	20	4	16	3.2	0	0	2006
"8794"	66035	2572	65.9487179487179	1736	44.5128205128205	836	21.4358974358974	0	0	2006
"8795"	66050	2488	118.47619047619	1739	82.8095238095238	701	33.3809523809524	0	0	2006
"8796"	66068	1959	108.833333333333	0	0	0	0	1716	95.3333333333333	2006
"8797"	66076	37	12.3333333333333	27	9	10	3.33333333333333	0	0	2006
"8798"	66084	89	11.125	67	8.375	22	2.75	0	0	2006
"8799"	66092	12831	41.6590909090909	6717	21.8084415584416	2744	8.90909090909091	3370	10.9415584415584	2006
"8800"	66134	2215	33.5606060606061	921	13.9545454545455	570	8.63636363636364	699	10.5909090909091	2006
"8801"	66142	9028	53.4201183431953	7848	46.4378698224852	1162	6.87573964497041	0	0	2006
"8802"	66159	11763	103.184210526316	0	0	3816	33.4736842105263	7947	69.7105263157895	2006
"8803"	66167	196	21.7777777777778	137	15.2222222222222	59	6.55555555555556	0	0	2006
"8804"	66175	108	18	68	11.3333333333333	40	6.66666666666667	0	0	2006
"8805"	66183	127	25.4	81	16.2	46	9.2	0	0	2006
"8806"	66191	2807	62.3777777777778	1782	39.6	892	19.8222222222222	0	0	2006
"8807"	66225	914	39.7391304347826	594	25.8260869565217	295	12.8260869565217	0	0	2006
"8808"	66233	919	24.8378378378378	590	15.9459459459459	329	8.89189189189189	0	0	2006
"8809"	66241	918	39.9130434782609	451	19.6086956521739	214	9.30434782608696	253	11	2006
"8810"	66258	76	38	40	20	36	18	0	0	2006
"8811"	66266	16317	49.7469512195122	7626	23.25	3768	11.4878048780488	4893	14.9176829268293	2006
"8812"	66282	91	18.2	53	10.6	38	7.6	0	0	2006
"8813"	66290	1636	51.125	680	21.25	391	12.21875	552	17.25	2006
"8814"	66316	145	20.7142857142857	94	13.4285714285714	51	7.28571428571429	0	0	2006
"8815"	66324	117	19.5	65	10.8333333333333	52	8.66666666666667	0	0	2006
"8816"	66332	2045	31.953125	1314	20.53125	731	11.421875	0	0	2006
"8817"	66340	1579	39.475	1003	25.075	576	14.4	0	0	2006
"8818"	66357	4657	67.4927536231884	0	0	4	0.0579710144927536	4653	67.4347826086957	2006
"8819"	66373	2089	45.4130434782609	1289	28.0217391304348	774	16.8260869565217	0	0	2006
"8820"	66381	721	28.84	452	18.08	269	10.76	0	0	2006
"8821"	66399	567	24.6521739130435	359	15.6086956521739	208	9.04347826086956	0	0	2006
"8822"	66407	706	39.2222222222222	480	26.6666666666667	226	12.5555555555556	0	0	2006
"8823"	66415	590	15.5263157894737	368	9.68421052631579	222	5.84210526315789	0	0	2006
"8824"	66423	20927	76.3759124087591	18521	67.5948905109489	2406	8.78102189781022	0	0	2006
"8825"	66431	27712	97.2350877192982	0	0	9858	34.5894736842105	17768	62.3438596491228	2006
"8826"	66449	6121	57.2056074766355	2670	24.9532710280374	1446	13.5140186915888	2005	18.7383177570093	2006
"8827"	66456	5620	66.1176470588235	4083	48.0352941176471	1537	18.0823529411765	0	0	2006
"8828"	66464	42196	88.8336842105263	21800	45.8947368421053	9504	20.0084210526316	10892	22.9305263157895	2006
"8829"	66472	5205	46.0619469026549	4370	38.6725663716814	708	6.26548672566372	0	0	2006
"8830"	66480	4734	35.0666666666667	4009	29.6962962962963	635	4.7037037037037	0	0	2006
"8831"	66498	6257	43.4513888888889	4089	28.3958333333333	2168	15.0555555555556	0	0	2006
"8832"	66506	12567	57.9124423963134	8630	39.7695852534562	3937	18.1428571428571	0	0	2006
"8833"	66514	14506	143.623762376238	0	0	0	0	14506	143.623762376238	2006
"8834"	66522	46916	58.7919799498747	24018	30.0977443609023	10030	12.5689223057644	12787	16.0238095238095	2006
"8835"	66530	6601	80.5	4382	53.4390243902439	2076	25.3170731707317	0	0	2006
"8836"	66548	14233	134.27358490566	0	0	0	0	14005	132.122641509434	2006
"8837"	66555	2571	48.5094339622642	1188	22.4150943396226	603	11.377358490566	780	14.7169811320755	2006
"8838"	66563	5967	67.0449438202247	4181	46.9775280898876	1770	19.8876404494382	0	0	2006
"8839"	66589	6518	53.8677685950413	5586	46.1652892561983	804	6.64462809917355	0	0	2006
"8840"	66597	20716	65.9745222929936	9980	31.7834394904459	4442	14.1464968152866	5791	18.4426751592357	2006
"8841"	66613	9850	53.8251366120219	6680	36.5027322404372	3129	17.0983606557377	0	0	2006
"8842"	66621	29927	64.0835117773019	14555	31.1670235546039	6386	13.6745182012848	8185	17.5267665952891	2006
"8843"	66647	25443	81.0286624203822	12194	38.8343949044586	5603	17.843949044586	7079	22.5445859872611	2006
"8844"	66670	56071	122.962719298246	31597	69.2916666666667	11679	25.6118421052632	12620	27.6754385964912	2006
"8845"	66696	2409	39.4918032786885	2094	34.327868852459	315	5.16393442622951	0	0	2006
"8846"	66746	9775	47.9166666666667	6850	33.578431372549	2741	13.4362745098039	0	0	2006
"8847"	66761	309	23.7692307692308	199	15.3076923076923	110	8.46153846153846	0	0	2006
"8848"	66779	208	34.6666666666667	138	23	70	11.6666666666667	0	0	2006
"8849"	66787	2903	46.0793650793651	1962	31.1428571428571	936	14.8571428571429	0	0	2006
"8850"	66795	507	31.6875	338	21.125	169	10.5625	0	0	2006
"8851"	66803	4846	63.7631578947368	3316	43.6315789473684	1530	20.1315789473684	0	0	2006
"8852"	66811	12	6	10	5	2	1	0	0	2006
"8853"	66829	3796	45.1904761904762	2443	29.0833333333333	1334	15.8809523809524	0	0	2006
"8854"	66837	762	36.2857142857143	459	21.8571428571429	303	14.4285714285714	0	0	2006
"8855"	66845	1862	51.7222222222222	1172	32.5555555555556	690	19.1666666666667	0	0	2006
"8856"	66852	326	23.2857142857143	186	13.2857142857143	140	10	0	0	2006
"8857"	66860	223	44.6	139	27.8	84	16.8	0	0	2006
"8858"	66878	333	33.3	214	21.4	119	11.9	0	0	2006
"8859"	66886	1452	55.8461538461538	923	35.5	529	20.3461538461538	0	0	2006
"8860"	66894	4687	73.234375	0	0	0	0	4679	73.109375	2006
"8861"	66910	5714	50.5663716814159	3743	33.1238938053097	1971	17.4424778761062	0	0	2006
"8862"	66928	6515	78.4939759036145	0	0	0	0	6515	78.4939759036145	2006
"8863"	66944	5204	55.3617021276596	2544	27.063829787234	1224	13.0212765957447	1426	15.1702127659574	2006
"8864"	66951	5667	75.56	2520	33.6	1341	17.88	1806	24.08	2006
"8865"	66969	3534	25.7956204379562	1527	11.1459854014599	803	5.86131386861314	1196	8.72992700729927	2006
"8866"	66977	17147	74.8777292576419	8734	38.1397379912664	4013	17.5240174672489	4400	19.2139737991266	2006
"8867"	66985	4498	43.6699029126214	2135	20.7281553398058	1056	10.252427184466	1307	12.6893203883495	2006
"8868"	66993	3676	47.1282051282051	1829	23.4487179487179	855	10.9615384615385	992	12.7179487179487	2006
